"R_growth_cyano","R_growth_green","R_growth_diatom","w_p_cyano","w_p_green","w_p_diatom","ModelRunType","Lake","Site"
0.820752715851413,1.77892010087473,3.32648895916389,-0.428695129551459,0.465104307723697,-0.00503111614612862,1,"FCR",50
