"Lake","DateTime","Site","Depth_m","DataType","ModelRunType","WaterTemp_C","SRP_ugL","DIN_ugL","LightAttenuation_Kd","Chla_ugL","Flag_WaterTemp_C","Flag_SRP_ugL","Flag_DIN_ugL","Flag_LightAttenuation_Kd","Flag_Chla_ugL"
"FCR",2016-12-07,50,0.1,"modeled",1,6.80658447222426,6.4793063584631,9.78048615155038,0.549215622891525,1.85337123867539,0,0,0,0,0
"FCR",2016-12-07,50,1.6,"modeled",1,6.80658447222426,6.48094623703384,9.78698238733517,0.549060361455567,1.7294407605176,0,0,0,0,0
"FCR",2016-12-07,50,3.8,"modeled",1,6.80658447222426,6.47768542684016,9.78502956931585,0.549065650665845,1.73071017098435,0,0,0,0,0
"FCR",2016-12-07,50,5,"modeled",1,6.80658447222426,6.47775837966433,9.79136524512074,0.549048482583727,1.72658983127594,0,0,0,0,0
"FCR",2016-12-07,50,6.2,"modeled",1,6.80658447222426,6.47774952107093,9.78953763507909,0.549053434945597,1.72777839812469,0,0,0,0,0
"FCR",2016-12-07,50,8,"modeled",1,6.80658447222426,6.47792797251964,9.92307753637132,0.548953672363654,1.70383537845853,0,0,0,0,0
"FCR",2016-12-07,50,9,"modeled",1,6.80658447222426,6.47866334976425,10.3551986104988,0.548542562601575,1.60516903555941,0,0,0,0,0
"FCR",2016-12-08,50,0.1,"modeled",1,6.48676957533612,6.50953257380757,10.0598411339373,0.549018731594471,1.86871958199806,0,0,0,0,0
"FCR",2016-12-08,50,1.6,"modeled",1,6.48676957533612,6.51112660448552,10.066154969668,0.548823427628886,1.74424960258527,0,0,0,0,0
"FCR",2016-12-08,50,3.8,"modeled",1,6.48676957533612,6.50795682613654,10.0642587548371,0.548828688343915,1.74551217419216,0,0,0,0,0
"FCR",2016-12-08,50,5,"modeled",1,6.48676957533612,6.50802772620514,10.0704119489326,0.548811609142991,1.74141316597047,0,0,0,0,0
"FCR",2016-12-08,50,6.2,"modeled",1,6.48676957533612,6.50801913496265,10.0952981279743,0.548816528255195,1.74259375289937,0,0,0,0,0
"FCR",2016-12-08,50,8,"modeled",1,6.48676957533612,6.50819285416802,10.1985826669755,0.548717061354577,1.71872169675108,0,0,0,0,0
"FCR",2016-12-08,50,9,"modeled",1,6.48676957533612,6.50890367146067,10.6162150962447,0.548310066671099,1.6210429727162,0,0,0,0,0
"FCR",2016-12-09,50,0.1,"modeled",1,5.99993512867226,6.53402594176161,10.2960433438939,0.548647043064671,1.88406382789824,0,0,0,0,0
"FCR",2016-12-09,50,1.6,"modeled",1,5.99993512867226,6.53554663082018,10.3020677046102,0.548532650709247,1.75933998587318,0,0,0,0,0
"FCR",2016-12-09,50,3.8,"modeled",1,5.99993512867226,6.53252288713658,10.300255800965,0.54853789037311,1.76059750520021,0,0,0,0,0
"FCR",2016-12-09,50,5,"modeled",1,5.99993512867226,6.53259054388922,10.3061334152316,0.548520884932996,1.75651619957302,0,0,0,0,0
"FCR",2016-12-09,50,6.2,"modeled",1,5.99993512867226,6.53258231956102,10.3044365911247,0.548525794278765,1.75769444255763,0,0,0,0,0
"FCR",2016-12-09,50,8,"modeled",1,5.99993512867226,6.53274767763148,10.428198981022,0.548427087135368,1.73400472814221,0,0,0,0,0
"FCR",2016-12-09,50,9,"modeled",1,5.99993512867226,6.53343152713734,10.8300504126903,0.548018877054971,1.63603430884705,0,0,0,0,0
"FCR",2016-12-10,50,0.1,"modeled",1,5.89048822927884,6.55654507404757,10.1202125182288,0.548234993343775,1.92807778303823,0,0,0,0,0
"FCR",2016-12-10,50,1.6,"modeled",1,5.89048822927884,6.55807952043401,10.1262962607396,0.548117723302893,1.79905545791383,0,0,0,0,0
"FCR",2016-12-10,50,3.8,"modeled",1,5.89048822927884,6.55507403094327,10.1242918329493,0.548123663784137,1.80048117341239,0,0,0,0,0
"FCR",2016-12-10,50,5,"modeled",1,5.89048822856222,6.55514004000251,10.1300433977376,0.548106610460423,1.79638837196427,0,0,0,0,0
"FCR",2016-12-10,50,6.2,"modeled",1,5.89048790722045,6.55513342059535,10.1286987313708,0.548110449899028,1.79730797495424,0,0,0,0,0
"FCR",2016-12-10,50,8,"modeled",1,5.19077690383109,6.43713176045609,38.8643310427473,0.559652651762648,0.0957383939549679,0,0,0,0,0
"FCR",2016-12-10,50,9,"modeled",1,5.19077690383109,6.43772616481085,39.2153040016501,0.559647670285602,0.0945428394640168,0,0,0,0,0
"FCR",2016-12-11,50,0.1,"modeled",1,5.90397545525459,6.58684187607295,10.0293083852083,0.547952195823541,1.98440122204757,0,0,0,0,0
"FCR",2016-12-11,50,1.6,"modeled",1,5.90397545525459,6.58832291545478,10.0351878142729,0.54798814630523,1.85830413893137,0,0,0,0,0
"FCR",2016-12-11,50,3.8,"modeled",1,5.90391640912469,6.58537116551277,10.033387373975,0.5479925199063,1.85933584141782,0,0,0,0,0
"FCR",2016-12-11,50,5,"modeled",1,5.79849126723495,6.56359729331931,10.1682643400857,0.547374333290282,1.67940838605162,0,0,0,0,0
"FCR",2016-12-11,50,6.2,"modeled",1,5.77398448740548,6.56426537327398,10.2256316977087,0.547082303756994,1.61200728980473,0,0,0,0,0
"FCR",2016-12-11,50,8,"modeled",1,4.75516694510304,6.50016880411743,38.9357690069164,0.558590823735591,0.0908639213343373,0,0,0,0,0
"FCR",2016-12-11,50,9,"modeled",1,4.75516694510304,6.50075763199803,39.2834282702364,0.558590823735591,0.0908639213343373,0,0,0,0,0
"FCR",2016-12-12,50,0.1,"modeled",1,5.74941940604125,6.61226554986321,9.82203050619246,0.547773426001501,2.00948747340925,0,0,0,0,0
"FCR",2016-12-12,50,1.6,"modeled",1,5.74941940604125,6.61375438369905,9.82794254660254,0.547668340402045,1.87858060328686,0,0,0,0,0
"FCR",2016-12-12,50,3.8,"modeled",1,5.74941940604125,6.61083834749764,9.82602106513361,0.547674249626779,1.87999881722287,0,0,0,0,0
"FCR",2016-12-12,50,5,"modeled",1,5.74941940184078,6.61090245322581,9.83160204202192,0.547657078511737,1.87587772862117,0,0,0,0,0
"FCR",2016-12-12,50,6.2,"modeled",1,5.7487184844332,6.61079248232665,9.86205246089757,0.547670776264583,1.87508425608023,0,0,0,0,0
"FCR",2016-12-12,50,8,"modeled",1,4.93770640888846,6.55480043711304,39.4359327737859,0.557852626145796,0.0769374368207235,0,0,0,0,0
"FCR",2016-12-12,50,9,"modeled",1,4.93770640888846,6.55535017105423,39.760766311427,0.557852626145796,0.0769374368207235,0,0,0,0,0
"FCR",2016-12-13,50,0.1,"modeled",1,5.74992618879921,6.63962649183964,9.7260781126269,0.474850617013388,2.0595921186193,0,0,0,0,0
"FCR",2016-12-13,50,1.6,"modeled",1,5.74992618879921,6.64107251956419,9.73182417986597,0.547591620682196,1.93485622980971,0,0,0,0,0
"FCR",2016-12-13,50,3.8,"modeled",1,5.74991832575898,6.63820279952034,9.73002820088009,0.547597252909521,1.93620509954711,0,0,0,0,0
"FCR",2016-12-13,50,5,"modeled",1,5.66413044528642,6.61826067833777,9.8639567701361,0.546964977752781,1.75459985237408,0,0,0,0,0
"FCR",2016-12-13,50,6.2,"modeled",1,5.65094766060686,6.6193277325147,10.2500189133213,0.546646272995688,1.672924352136,0,0,0,0,0
"FCR",2016-12-13,50,8,"modeled",1,5.47622397468732,6.56689971835975,41.4716266796886,0.557148182428199,0.100679856504494,0,0,0,0,0
"FCR",2016-12-13,50,9,"modeled",1,5.47622397468732,6.56756238257472,41.8627538701116,0.557148182428199,0.100679856504494,0,0,0,0,0
"FCR",2016-12-14,50,0.1,"modeled",1,5.96564396090698,6.64780087942011,9.56748865219546,0.471436895831003,2.10857249112422,0,0,0,0,0
"FCR",2016-12-14,50,1.6,"modeled",1,5.96564396090698,6.6492516117163,9.57326123463685,0.547262283426679,1.98102047386996,0,0,0,0,0
"FCR",2016-12-14,50,3.8,"modeled",1,5.96521830905659,6.646346310189,9.57208304822254,0.547265340873042,1.981535916897,0,0,0,0,0
"FCR",2016-12-14,50,5,"modeled",1,5.81586058681615,6.63929083209318,10.1714115126909,0.546549552477976,1.73799275116236,0,0,0,0,0
"FCR",2016-12-14,50,6.2,"modeled",1,5.81586058681615,6.63928132016524,10.1853191770006,0.546554591546962,1.73920212771914,0,0,0,0,0
"FCR",2016-12-14,50,8,"modeled",1,5.81586058681615,6.63943908682567,10.2879085569601,0.546471111064352,1.71916681189263,0,0,0,0,0
"FCR",2016-12-14,50,9,"modeled",1,5.81586058681615,6.63998656592226,10.6105873594298,0.546181408710726,1.64963824702233,0,0,0,0,0
"FCR",2016-12-15,50,0.1,"modeled",1,5.88648688491453,6.65075756816371,9.23127087269401,0.546804193249136,2.13472696376937,0,0,0,0,0
"FCR",2016-12-15,50,1.6,"modeled",1,5.88648688491453,6.65218588173126,9.23695592084784,0.546687108307956,2.00520013216561,0,0,0,0,0
"FCR",2016-12-15,50,3.8,"modeled",1,5.88648688491453,6.6493464106712,9.23522595632015,0.546692481171644,2.00648961945083,0,0,0,0,0
"FCR",2016-12-15,50,5,"modeled",1,5.88648688491453,6.64941011551155,9.24082324689379,0.546675089684283,2.00231566248412,0,0,0,0,0
"FCR",2016-12-15,50,6.2,"modeled",1,5.88648688491453,6.6494021732246,9.23917688269342,0.54668020514538,2.0035433731476,0,0,0,0,0
"FCR",2016-12-15,50,8,"modeled",1,5.88648688491453,6.6495547696803,9.35433726957408,0.546581920956214,1.97995516774778,0,0,0,0,0
"FCR",2016-12-15,50,9,"modeled",1,5.88648688491453,6.65024030411805,9.7590893703893,0.54614038254661,1.87398594944266,0,0,0,0,0
"FCR",2016-12-16,50,0.1,"modeled",1,5.8631127996423,6.67667701831294,8.80783477618437,0.546678483986757,2.20828012931618,0,0,0,0,0
"FCR",2016-12-16,50,1.6,"modeled",1,5.8631127996423,6.67810480341138,8.81352058130607,0.546625894036319,2.08220700371851,0,0,0,0,0
"FCR",2016-12-16,50,3.8,"modeled",1,5.86310423743402,6.67527222816577,8.81172236536066,0.546631526543213,2.08355670094806,0,0,0,0,0
"FCR",2016-12-16,50,5,"modeled",1,5.78959013466326,6.65536861780681,9.21809974185183,0.545781288711719,1.86111023023646,0,0,0,0,0
"FCR",2016-12-16,50,6.2,"modeled",1,5.78928461753793,6.65573857351219,9.3509065141527,0.545738350657515,1.85147627099594,0,0,0,0,0
"FCR",2016-12-16,50,8,"modeled",1,5.78928461753793,6.65589805268362,9.46813995794135,0.545651923213957,1.83073368454202,0,0,0,0,0
"FCR",2016-12-16,50,9,"modeled",1,5.78928461753793,6.65637388202442,9.74894474208865,0.545393988432523,1.76882933699795,0,0,0,0,0
"FCR",2016-12-17,50,0.1,"modeled",1,5.9357463730796,6.68458991962287,8.31737064015218,0.439622450900933,2.27170203118199,0,0,0,0,0
"FCR",2016-12-17,50,1.6,"modeled",1,5.9357463730796,6.6860308256553,8.32311115467658,0.546259832264989,2.13624455859061,0,0,0,0,0
"FCR",2016-12-17,50,3.8,"modeled",1,5.93573944183217,6.68318977832418,8.32133886150606,0.546265625577361,2.13762857904883,0,0,0,0,0
"FCR",2016-12-17,50,5,"modeled",1,5.91794393925583,6.68113684010384,8.51119349858318,0.545926862961731,2.04015648833384,0,0,0,0,0
"FCR",2016-12-17,50,6.2,"modeled",1,5.87691299593783,6.67624680086864,8.93383052674166,0.545504370366203,1.89965983076496,0,0,0,0,0
"FCR",2016-12-17,50,8,"modeled",1,5.87691299593783,6.67640417883615,9.05208609366521,0.545418726714509,1.87910535435829,0,0,0,0,0
"FCR",2016-12-17,50,9,"modeled",1,5.87691299593783,6.67689729008337,9.34327667173148,0.54515027997014,1.81467813570969,0,0,0,0,0
"FCR",2016-12-18,50,0.1,"modeled",1,5.78326602738525,6.70201319304563,7.81138866934448,0.54616796886803,2.31502763487663,0,0,0,0,0
"FCR",2016-12-18,50,1.6,"modeled",1,5.78326602738525,6.70340638638303,7.81694140145977,0.546061878108635,2.18318132082749,0,0,0,0,0
"FCR",2016-12-18,50,3.8,"modeled",1,5.78326602738525,6.7006363622696,7.815267384993,0.546067274102981,2.18447635947044,0,0,0,0,0
"FCR",2016-12-18,50,5,"modeled",1,5.78326602738525,6.70069837824383,7.82069550509673,0.54604977093857,2.18027560001179,0,0,0,0,0
"FCR",2016-12-18,50,6.2,"modeled",1,5.78326602738525,6.70069079805819,7.81912206406448,0.546054844554583,2.1814932678549,0,0,0,0,0
"FCR",2016-12-18,50,8,"modeled",1,5.78326602738525,6.70084171989716,7.9328600005508,0.545953828630139,2.15724944598835,0,0,0,0,0
"FCR",2016-12-18,50,9,"modeled",1,5.78326602738525,6.70147725198346,8.30861353238648,0.545528450423434,2.05515867637926,0,0,0,0,0
"FCR",2016-12-19,50,0.1,"modeled",1,5.35343541674541,6.72337497637549,7.26202801638585,0.546102283502386,2.37986205210662,0,0,0,0,0
"FCR",2016-12-19,50,1.6,"modeled",1,5.35343541674541,6.72471210510198,7.2673573322085,0.546007324325408,2.24729428631089,0,0,0,0,0
"FCR",2016-12-19,50,3.8,"modeled",1,5.35343541674541,6.72205329530964,7.26575549808703,0.546012729339547,2.2485914897044,0,0,0,0,0
"FCR",2016-12-19,50,5,"modeled",1,5.35343541674541,6.72211277965333,7.27095315299758,0.545995185328571,2.24438092707013,0,0,0,0,0
"FCR",2016-12-19,50,6.2,"modeled",1,5.35343541674541,6.72210555671034,7.26945384870162,0.54600024603604,2.24559549686258,0,0,0,0,0
"FCR",2016-12-19,50,8,"modeled",1,5.35343541674541,6.72225106553106,7.37901652777553,0.545898296238505,2.22112754545419,0,0,0,0,0
"FCR",2016-12-19,50,9,"modeled",1,5.35343541674541,6.7228506391623,7.73351864620018,0.545478208920016,2.12030658901685,0,0,0,0,0
"FCR",2016-12-20,50,0.1,"modeled",1,5.01173094838148,6.7421453970273,6.70604696701328,0.54604426527077,2.44195203809687,0,0,0,0,0
"FCR",2016-12-20,50,1.6,"modeled",1,5.01173094838148,6.74344948334189,6.71124116672373,0.545924297362928,2.30879824003836,0,0,0,0,0
"FCR",2016-12-20,50,3.8,"modeled",1,5.01173094838148,6.74085636092317,6.7096801992163,0.545929721631691,2.31010006454166,0,0,0,0,0
"FCR",2016-12-20,50,5,"modeled",1,5.01173094838148,6.74091437378918,6.71474556362754,0.545912114588616,2.30587437420357,0,0,0,0,0
"FCR",2016-12-20,50,6.2,"modeled",1,5.01173094838148,6.74090733167416,6.71328474985268,0.545917192330111,2.30709303216241,0,0,0,0,0
"FCR",2016-12-20,50,8,"modeled",1,5.01173094838148,6.74104927476417,6.82008989052484,0.54581484377202,2.28252937822044,0,0,0,0,0
"FCR",2016-12-20,50,9,"modeled",1,5.01173094838148,6.74163356420778,7.16533400465357,0.545393539839163,2.18141643433478,0,0,0,0,0
"FCR",2016-12-21,50,0.1,"modeled",1,4.49356351439698,6.764257102172,6.27756697549633,0.545931348320632,2.48753215195925,0,0,0,0,0
"FCR",2016-12-21,50,1.6,"modeled",1,4.49356351439698,6.76551634982052,6.282576301649,0.545803022801711,2.35425364850873,0,0,0,0,0
"FCR",2016-12-21,50,3.8,"modeled",1,4.49356351439698,6.7630122706789,6.28107250418762,0.545808443270505,2.35555456101954,0,0,0,0,0
"FCR",2016-12-21,50,5,"modeled",1,4.49356351439698,6.76306827744978,6.28595360880514,0.545790844475853,2.35133085030288,0,0,0,0,0
"FCR",2016-12-21,50,6.2,"modeled",1,4.49356351439698,6.76306149426044,6.30570593411286,0.545795911442343,2.35254692226051,0,0,0,0,0
"FCR",2016-12-21,50,8,"modeled",1,4.49356351439698,6.7631987805048,6.3876884204168,0.545693360154805,2.32793461325131,0,0,0,0,0
"FCR",2016-12-21,50,9,"modeled",1,4.49356351439698,6.76375950375516,6.71859779023737,0.545274506164405,2.22740965555535,0,0,0,0,0
"FCR",2016-12-22,50,0.1,"modeled",1,4.21870504262129,6.78391735667579,5.78190459134447,0.545821735533336,2.54035122104451,0,0,0,0,0
"FCR",2016-12-22,50,1.6,"modeled",1,4.21870504262129,6.78513282738614,5.78674345868949,0.545733567965926,2.40677900786571,0,0,0,0,0
"FCR",2016-12-22,50,3.8,"modeled",1,4.21870504262129,6.78271558337403,5.78529382980173,0.5457389867041,2.40807950502734,0,0,0,0,0
"FCR",2016-12-22,50,5,"modeled",1,4.21870504262129,6.78276962148594,5.79000133152927,0.545721385695364,2.40385526293086,0,0,0,0,0
"FCR",2016-12-22,50,6.2,"modeled",1,4.21870504262129,6.7827631040579,5.80911684251991,0.545726438185014,2.40506786044684,0,0,0,0,0
"FCR",2016-12-22,50,8,"modeled",1,4.21870504262129,6.78289603869493,5.88853551377287,0.545623383594573,2.38033475874095,0,0,0,0,0
"FCR",2016-12-22,50,9,"modeled",1,4.21870504262129,6.78343075149674,6.20434041342903,0.545208859509478,2.28084897831809,0,0,0,0,0
"FCR",2016-12-23,50,0.1,"modeled",1,4.15992737886766,6.79574875116096,5.30167117038407,0.545585146203414,2.5861421300098,0,0,0,0,0
"FCR",2016-12-23,50,1.6,"modeled",1,4.15992737886766,6.7969384443748,5.30641365615894,0.545497920322954,2.45209078543201,0,0,0,0,0
"FCR",2016-12-23,50,3.8,"modeled",1,4.15992737886766,6.79457270242014,5.3049896943642,0.545504054027139,2.4534214321561,0,0,0,0,0
"FCR",2016-12-23,50,5,"modeled",1,4.15992737886766,6.79462561808112,5.30961167163137,0.545486436585627,2.44919324619324,0,0,0,0,0
"FCR",2016-12-23,50,6.2,"modeled",1,4.15992737886766,6.79461920619504,5.3283086709227,0.54549151065604,2.45041102309234,0,0,0,0,0
"FCR",2016-12-23,50,8,"modeled",1,4.15992737886766,6.79474886202781,5.40590113808813,0.545388907020104,2.42578615046766,0,0,0,0,0
"FCR",2016-12-23,50,9,"modeled",1,4.15992737886766,6.79527934800103,5.71962712308813,0.544969104929437,2.32503364870753,0,0,0,0,0
"FCR",2016-12-24,50,0.1,"modeled",1,4.01265651474148,6.81440219756031,4.84843948758001,0.545444667257445,2.50259525409284,0,0,0,0,0
"FCR",2016-12-24,50,1.6,"modeled",1,4.01265651474148,6.81560212567944,4.85322360560675,0.545426120638258,2.49814406548794,0,0,0,0,0
"FCR",2016-12-24,50,3.8,"modeled",1,4.01265651474148,6.81323797509753,4.85153103900098,0.545432681349396,2.4997186361611,0,0,0,0,0
"FCR",2016-12-24,50,5,"modeled",1,4.01265651474148,6.81328612846156,4.85538331365708,0.545417746780367,2.49613433959428,0,0,0,0,0
"FCR",2016-12-24,50,6.2,"modeled",1,4.01265651474148,6.81328063742183,4.86121451827648,0.545422167193711,2.49719523879662,0,0,0,0,0
"FCR",2016-12-24,50,8,"modeled",1,4.01265651474148,6.81327792120901,4.87195861944633,0.545424353807542,2.49772002611618,0,0,0,0,0
"FCR",2016-12-24,50,9,"modeled",1,4.01265651474148,6.81327791108255,4.87199675665978,0.545424361959571,2.49772198260318,0,0,0,0,0
"FCR",2016-12-25,50,0.1,"modeled",1,4.34596994863101,6.8057507853537,4.39643778276371,0.544867333512892,2.67266725412319,0,0,0,0,0
"FCR",2016-12-25,50,1.6,"modeled",1,4.34594824382292,6.80695679914615,4.40125593921512,0.544809540202054,2.53854507991072,0,0,0,0,0
"FCR",2016-12-25,50,3.8,"modeled",1,4.34367567373718,6.80434955214742,4.40477635489849,0.544801186423872,2.53628569302579,0,0,0,0,0
"FCR",2016-12-25,50,5,"modeled",1,4.32070442878968,6.80241431381897,4.4762096273907,0.544644946029761,2.49615368592036,0,0,0,0,0
"FCR",2016-12-25,50,6.2,"modeled",1,4.28346981592893,6.79970479992179,4.63940377827408,0.544404995756636,2.43389979014249,0,0,0,0,0
"FCR",2016-12-25,50,8,"modeled",1,4.24640569206501,6.7977472941979,5.13853921515029,0.543880611813551,2.30040827969156,0,0,0,0,0
"FCR",2016-12-25,50,9,"modeled",1,4.24640569206501,6.79828347435239,5.45571130662579,0.543526606418377,2.21544698484979,0,0,0,0,0
"FCR",2016-12-26,50,0.1,"modeled",1,4.67400164860345,6.82783126340962,3.97622043561433,0.544676855920084,2.72385360838842,0,0,0,0,0
"FCR",2016-12-26,50,1.6,"modeled",1,4.67400164860345,6.82905733662045,3.98111792817871,0.544758082890165,2.59173927462597,0,0,0,0,0
"FCR",2016-12-26,50,3.8,"modeled",1,4.6740006382082,6.82662447730816,3.97957262218523,0.544763888425389,2.59313253838377,0,0,0,0,0
"FCR",2016-12-26,50,5,"modeled",1,4.53815544877805,6.80916537793119,4.39603907482403,0.543817300430704,2.35669473207129,0,0,0,0,0
"FCR",2016-12-26,50,6.2,"modeled",1,4.53815544877805,6.80915786197563,4.3965091629404,0.543822160661931,2.35786118756588,0,0,0,0,0
"FCR",2016-12-26,50,8,"modeled",1,4.53815544877805,6.80929358413209,4.49641054164457,0.543734395233097,2.33679748464573,0,0,0,0,0
"FCR",2016-12-26,50,9,"modeled",1,4.53815544877805,6.8098037272895,4.79849317351403,0.543404508542939,2.25762467900767,0,0,0,0,0
"FCR",2016-12-27,50,0.1,"modeled",1,4.86681798883159,6.84750106198595,3.62464025895204,0.544579245746829,2.74258091473768,0,0,0,0,0
"FCR",2016-12-27,50,1.6,"modeled",1,4.86681798883159,6.84876337114122,3.62968529514089,0.544540170435534,2.61174412114881,0,0,0,0,0
"FCR",2016-12-27,50,3.8,"modeled",1,4.86681798883159,6.84628727716241,3.62803562531247,0.544546245192649,2.61320206285651,0,0,0,0,0
"FCR",2016-12-27,50,5,"modeled",1,4.86681645409106,6.84634154523677,3.63286619110856,0.544528413334568,2.60892215014936,0,0,0,0,0
"FCR",2016-12-27,50,6.2,"modeled",1,4.7636041336345,6.80864800250873,5.20712874332292,0.542380764590805,2.06989968646539,0,0,0,0,0
"FCR",2016-12-27,50,8,"modeled",1,4.7636041336345,6.80877420134971,5.30406581449052,0.542324263336737,2.05633938548927,0,0,0,0,0
"FCR",2016-12-27,50,9,"modeled",1,4.7636041336345,6.80939613191903,5.67226240337057,0.542044984414949,1.9893124442601,0,0,0,0,0
"FCR",2016-12-28,50,0.1,"modeled",1,5.28182207038739,6.86707856040107,3.33481315427681,0.544367320495207,2.73802662461041,0,0,0,0,0
"FCR",2016-12-28,50,1.6,"modeled",1,5.28182207038739,6.86835411646013,3.33991774381767,0.544279586760502,2.61881734922101,0,0,0,0,0
"FCR",2016-12-28,50,3.8,"modeled",1,5.28182207038739,6.86582575705331,3.33831667390368,0.544285215092062,2.6201681487954,0,0,0,0,0
